City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Deputatskiy,RU,69.3,139.9,25.45,94,56,10.76,broken clouds
347,Meulaboh,ID,4.14,96.13,87.4,59,96,10.47,overcast clouds
348,Necochea,AR,-38.55,-58.74,35.01,82,0,3.0,clear sky
349,Lasa,IT,46.62,10.7,50.0,100,90,5.82,overcast clouds
350,Waipawa,NZ,-41.41,175.52,60.8,72,23,24.16,few clouds
351,Kismayo,SO,-0.36,42.55,81.75,71,100,11.81,overcast clouds
352,Geraldton,AU,-28.77,114.6,68.0,37,0,19.46,clear sky
353,Hamilton,US,39.18,-84.53,55.4,87,90,3.83,overcast clouds
354,Alice Springs,AU,-23.7,133.88,86.0,33,40,18.34,light rain
355,Pevek,RU,69.7,170.31,33.78,88,98,14.67,overcast clouds
356,Luvianos,MX,18.92,-100.4,60.31,95,52,2.77,broken clouds
357,Anyama,CI,5.49,-4.05,77.0,94,20,5.82,few clouds
358,Morondava,MG,-20.28,44.28,82.15,62,1,5.37,clear sky
359,Manaus,BR,-3.1,-60.02,80.6,83,12,1.12,few clouds
360,Bet Shemesh,IL,31.75,34.99,73.99,84,8,2.86,clear sky
361,Kahului,US,20.89,-156.47,80.6,61,40,17.22,scattered clouds
362,Lazaro Cardenas,MX,17.96,-102.2,76.17,81,0,4.52,clear sky
363,Havelock,US,34.88,-76.9,64.0,72,75,12.75,broken clouds
364,Bilibino,RU,68.05,166.44,25.74,95,94,3.24,overcast clouds
365,Egvekinot,RU,66.32,-179.17,27.55,93,76,5.91,broken clouds
366,Salinas,US,36.68,-121.66,71.01,82,1,6.93,clear sky
367,Galle,LK,6.04,80.22,81.91,79,62,15.23,light rain
368,Kotido,UG,2.98,34.13,76.3,50,7,17.58,clear sky
369,Gejiu,CN,23.31,103.16,70.41,81,82,5.79,broken clouds
370,Tomatlan,MX,19.93,-105.25,71.98,80,0,3.27,clear sky
371,Marawi,PH,8.0,124.29,86.0,76,56,8.01,broken clouds
372,Mus,TR,39.0,41.75,53.6,32,0,2.24,clear sky
373,Tazovskiy,RU,67.47,78.7,34.02,87,100,21.92,overcast clouds
374,Yerbogachen,RU,61.28,108.01,37.33,80,98,7.09,overcast clouds
375,Glubczyce,PL,50.2,17.83,61.0,90,100,10.63,moderate rain
376,Dingle,PH,11.0,122.67,86.25,74,67,3.18,broken clouds
377,Morris,US,40.83,-74.53,44.01,93,1,3.56,clear sky
378,Tottori,JP,35.5,134.23,75.2,73,75,4.7,broken clouds
379,Los Llanos De Aridane,ES,28.66,-17.92,71.6,88,90,11.41,overcast clouds
380,Cherskiy,RU,68.75,161.3,31.71,88,63,8.37,broken clouds
381,Tambura,SS,5.6,27.47,73.24,89,88,1.97,overcast clouds
382,Carballo,ES,43.21,-8.69,57.2,82,20,11.41,few clouds
383,Wanaka,NZ,-44.7,169.15,57.7,65,73,10.47,broken clouds
384,Montrose,US,38.42,-108.27,53.6,32,1,10.29,clear sky
385,Leningradskiy,RU,69.38,178.42,30.42,95,100,11.83,overcast clouds
386,Watsa,CD,3.04,29.54,68.23,95,82,2.37,broken clouds
387,Yulara,AU,-25.24,130.99,66.2,72,90,19.46,overcast clouds
388,Beruwala,LK,6.48,79.98,83.25,75,58,13.44,light rain
389,Anloga,GH,5.79,0.9,77.0,88,20,4.7,few clouds
390,Port Lincoln,AU,-34.73,135.87,50.72,84,100,26.37,heavy intensity rain
391,Sept-Iles,CA,50.2,-66.38,41.0,75,75,4.7,broken clouds
392,Port-Gentil,GA,-0.72,8.78,78.8,88,75,10.29,broken clouds
393,Jalu,LY,29.03,21.55,83.21,28,0,13.2,clear sky
394,Kandrian,PG,-6.22,149.55,83.61,75,27,11.9,scattered clouds
395,Coari,BR,-4.08,-63.14,74.43,92,30,2.08,scattered clouds
396,Kruisfontein,ZA,-34.0,24.73,59.0,97,65,2.82,broken clouds
397,Jeremie,HT,18.65,-74.12,79.21,75,90,5.19,overcast clouds
398,Bow Island,CA,49.87,-111.37,59.0,41,1,11.41,clear sky
399,Honningsvag,NO,70.98,25.97,47.37,80,1,8.34,clear sky
400,Port-De-Bouc,FR,43.4,4.98,55.4,81,77,3.36,broken clouds
401,Jardim,BR,-21.48,-56.14,73.58,60,3,5.1,clear sky
402,Mirebalais,HT,18.83,-72.11,78.8,78,75,16.11,broken clouds
403,Opportunity,US,47.65,-117.24,57.2,71,1,3.36,clear sky
404,Paslek,PL,54.06,19.66,63.0,80,46,4.0,scattered clouds
405,Brookhaven,US,31.58,-90.44,54.0,87,0,1.81,clear sky
406,Maldonado,UY,-34.67,-54.92,48.0,93,40,5.82,mist
407,Shasta Lake,US,40.68,-122.37,71.6,40,1,5.37,smoke
408,Arona,ES,28.1,-16.68,73.99,83,75,5.82,broken clouds
409,Teguise,ES,29.06,-13.56,69.8,88,75,11.41,broken clouds
410,Dohrighat,IN,26.26,83.52,86.0,94,75,2.24,mist
411,Kurchum,KZ,48.57,83.65,59.61,32,0,8.61,clear sky
412,Palmer,US,42.16,-72.33,39.99,100,1,1.66,clear sky
413,Madang,PG,-5.22,145.8,84.7,67,41,7.0,scattered clouds
414,Ilulissat,GL,69.22,-51.1,30.2,80,100,3.36,light shower snow
415,Aksarka,RU,66.56,67.8,36.72,77,92,10.07,overcast clouds
416,Killybegs,IE,54.63,-8.45,51.01,83,92,8.99,moderate rain
417,Jinchang,CN,38.5,102.17,49.68,41,33,10.78,scattered clouds
418,Canoa,DO,18.36,-71.16,75.0,85,82,1.83,light rain
419,Mount Gambier,AU,-37.83,140.77,51.8,93,90,16.11,light rain
420,Purpe,RU,64.48,76.69,35.01,76,100,1.99,overcast clouds
421,Clarence Town,AU,-32.58,151.78,82.4,42,4,14.99,clear sky
422,Challans,FR,46.84,-1.87,53.01,93,77,6.93,light rain
423,Orangeburg,US,33.49,-80.86,60.01,82,1,5.82,clear sky
424,Kiruna,SE,67.86,20.23,42.8,93,80,3.36,broken clouds
425,Kailua,US,21.4,-157.74,80.6,69,20,5.82,few clouds
426,Tigil,RU,57.8,158.67,45.0,64,97,3.8,overcast clouds
427,Saint George,US,37.1,-113.58,72.0,9,1,4.7,clear sky
428,Altay,CN,47.87,88.12,52.84,40,0,5.46,clear sky
429,Jammalamadugu,IN,14.83,78.4,84.2,70,40,13.87,scattered clouds
430,Husavik,IS,66.04,-17.34,37.4,100,90,3.36,drizzle
431,Onda,ES,39.97,-0.25,53.01,81,0,2.24,clear sky
432,Samur,RU,41.83,48.49,69.44,43,65,6.44,broken clouds
433,Moree,AU,-29.47,149.85,86.0,17,0,14.99,clear sky
434,North Bend,US,43.41,-124.22,57.99,100,90,10.29,mist
435,Olinda,BR,-8.01,-34.86,77.0,78,40,8.05,scattered clouds
436,Seydi,TM,39.48,62.91,70.3,21,17,5.77,few clouds
437,Provideniya,RU,64.38,-173.3,34.9,84,67,9.22,broken clouds
438,Poopo,BO,-18.37,-66.97,44.89,70,2,4.63,clear sky
439,Riyadh,SA,24.69,46.72,86.0,28,0,4.7,clear sky
440,Vangaindrano,MG,-23.35,47.6,70.3,90,95,8.61,light rain
441,Vietri Sul Mare,IT,40.67,14.73,61.0,51,31,1.99,scattered clouds
442,Port Augusta,AU,-32.5,137.77,66.0,93,90,17.22,light rain
443,Santa Vitoria,BR,-18.84,-50.12,80.71,26,25,4.74,scattered clouds
444,Adjumani,UG,3.38,31.79,71.83,89,45,4.09,scattered clouds
445,Huangchuan,CN,32.13,115.04,62.56,60,100,10.33,light rain
446,Bakchar,RU,57.02,82.07,43.48,94,100,6.55,light rain
447,Kazachinskoye,RU,57.7,93.28,49.41,62,100,7.58,overcast clouds
448,Kintinku,TZ,-5.88,35.23,68.0,72,20,11.41,few clouds
449,Colgong,IN,25.27,87.22,87.26,67,96,5.57,overcast clouds
450,Clinton,US,42.59,-82.92,53.01,71,75,6.93,broken clouds
451,Ingraj Bazar,IN,25.0,88.15,89.11,65,82,5.68,broken clouds
452,Chilca,PE,-12.52,-76.74,60.8,87,90,5.82,overcast clouds
453,Am Timan,TD,11.03,20.28,74.84,84,99,1.7,overcast clouds
454,Whitehorse,CA,60.72,-135.05,42.8,75,75,13.87,broken clouds
455,Ishikari,JP,43.24,141.35,64.4,72,75,5.82,moderate rain
456,Ola,RU,59.58,151.28,46.9,74,98,1.23,overcast clouds
457,Aripuana,BR,-9.17,-60.63,73.99,84,33,2.68,scattered clouds
458,Izumo,JP,35.37,132.77,78.8,65,40,11.41,scattered clouds
459,Piacabucu,BR,-10.41,-36.43,72.97,88,85,7.36,overcast clouds
460,Wundanyi,KE,-3.4,38.36,68.09,57,52,4.85,broken clouds
461,Kyra,RU,49.58,111.98,42.37,57,0,10.49,clear sky
462,Xinqing,CN,48.23,129.5,46.44,84,80,7.31,moderate rain
463,Ostrovnoy,RU,68.05,39.51,43.61,87,47,18.92,scattered clouds
464,Kirkwall,GB,58.98,-2.96,55.4,87,100,18.34,overcast clouds
465,Denpasar,ID,-8.65,115.22,78.8,100,40,5.82,scattered clouds
466,Kiunga,PG,-6.12,141.29,90.1,61,98,3.67,overcast clouds
467,Novomikhaylovskiy,RU,44.26,38.86,67.73,65,7,6.35,clear sky
468,Kinablangan,PH,7.69,126.55,85.64,73,23,6.33,light rain
469,Sabha,LY,27.04,14.43,80.89,16,55,13.15,broken clouds
470,Kuusamo,FI,65.97,29.18,42.8,100,90,6.93,overcast clouds
471,San Carlos,VE,9.66,-68.58,72.36,91,92,2.39,overcast clouds
472,Kavali,IN,14.92,79.98,84.2,61,100,16.93,overcast clouds
473,Mariental,NA,-24.63,17.97,61.18,26,2,4.68,clear sky
474,Nara,JP,34.69,135.8,84.0,57,75,3.36,broken clouds
475,Dunmore Town,BS,25.5,-76.65,83.17,79,62,20.29,broken clouds
476,Russell,US,32.35,-85.2,60.8,93,1,4.7,clear sky
477,Bonavista,CA,48.65,-53.11,48.99,88,97,5.01,overcast clouds
478,Lucapa,AO,-8.42,20.74,74.91,74,37,1.52,scattered clouds
479,Nuuk,GL,64.18,-51.72,28.4,92,25,5.82,scattered clouds
480,Saint-Denis,FR,48.92,2.33,48.99,87,75,14.99,broken clouds
481,Keelung,TW,25.13,121.74,95.0,56,20,9.17,few clouds
482,Rocha,UY,-34.48,-54.33,45.12,87,55,5.66,broken clouds
483,Farafangana,MG,-22.82,47.83,71.37,87,98,3.62,light rain
484,Xam Nua,LA,20.42,104.04,77.92,87,68,1.45,broken clouds
485,Chapeltique,SV,13.63,-88.27,73.81,92,100,2.28,overcast clouds
486,Hirado,JP,33.36,129.55,80.6,57,75,5.82,broken clouds
487,Rio Grande,BR,-32.03,-52.1,55.99,78,86,5.01,overcast clouds
488,Pucallpa,PE,-8.38,-74.55,72.34,92,94,1.16,overcast clouds
489,Luderitz,NA,-26.65,15.16,58.91,66,0,7.61,clear sky
490,Tiksi,RU,71.69,128.87,24.91,95,87,19.06,overcast clouds
491,Santa Isabel,BR,-23.32,-46.22,68.0,88,75,9.17,broken clouds
492,Dangara,IN,29.68,75.89,95.32,15,0,3.04,clear sky
493,Arusha,TZ,-3.37,36.68,64.4,82,20,5.5,few clouds
494,Bogalusa,US,30.79,-89.85,55.4,87,1,3.38,clear sky
495,Labelle,US,26.76,-81.44,75.2,94,100,5.82,overcast clouds
496,Sechura,PE,-5.56,-80.82,64.49,80,94,9.6,overcast clouds
497,Wenling,CN,28.37,121.36,87.01,79,65,1.99,broken clouds
498,Unguia,CO,8.04,-77.09,74.1,93,100,4.23,light rain
499,Tapes,BR,-30.67,-51.4,57.4,86,100,15.68,overcast clouds
500,Mvomero,TZ,-6.25,38.67,80.6,78,20,5.82,few clouds
501,Batticaloa,LK,7.71,81.69,89.71,50,83,3.58,broken clouds
502,Berdigestyakh,RU,62.1,126.7,37.33,75,10,7.29,clear sky
503,Ratlam,IN,23.32,75.07,85.68,45,89,7.0,overcast clouds
504,Nouakchott,MR,18.09,-15.98,77.0,73,0,8.05,clear sky
505,Palauig,PH,15.44,119.9,85.33,68,52,5.91,broken clouds
506,San Jose,US,37.34,-121.89,72.0,64,40,3.36,smoke
507,Stabat,ID,3.76,98.45,86.45,73,59,5.1,broken clouds
508,Bathsheba,BB,13.22,-59.52,80.6,83,40,17.22,scattered clouds
509,Sao Jose Da Coroa Grande,BR,-8.9,-35.15,73.51,84,54,6.11,broken clouds
510,Mezen,RU,65.85,44.24,36.57,81,0,6.64,clear sky
511,Dudinka,RU,69.41,86.18,30.2,92,75,20.13,broken clouds
512,Antofagasta,CL,-23.65,-70.4,55.4,82,90,12.75,overcast clouds
513,Baoding,CN,38.85,115.49,65.86,24,0,4.29,clear sky
514,San Rafael,AR,-34.62,-68.33,42.91,73,99,11.05,overcast clouds
515,Najran,SA,17.49,44.13,75.2,22,0,9.17,clear sky
516,Wanning,CN,18.8,110.4,86.32,68,62,7.76,broken clouds
517,Barcarena,BR,-1.51,-48.63,75.2,94,74,1.12,broken clouds
518,Itarema,BR,-2.92,-39.92,77.97,81,28,15.05,scattered clouds
519,Greci,RO,45.18,28.23,68.0,88,20,9.17,few clouds
520,Fairview,US,40.81,-74.0,60.8,62,1,4.7,clear sky
521,Changji,CN,44.02,87.32,64.4,22,63,4.47,broken clouds
522,Hambantota,LK,6.12,81.12,88.39,58,73,22.75,broken clouds
523,Vanavara,RU,60.34,102.28,38.59,89,99,7.87,overcast clouds
524,Requena,ES,39.49,-1.1,46.0,75,5,5.01,clear sky
525,Gamba,GA,-2.65,10.0,77.23,87,100,7.0,light rain
526,Batagay,RU,67.63,134.63,37.02,70,95,10.29,overcast clouds
527,Berlevag,NO,70.86,29.09,44.64,82,28,13.35,scattered clouds
528,Charters Towers,AU,-20.1,146.27,81.72,33,31,20.27,scattered clouds
529,Asau,RO,46.43,26.4,55.99,83,39,3.87,scattered clouds
530,Kaspiysk,RU,42.88,47.64,69.8,64,82,15.66,broken clouds
531,Westhoughton,GB,53.55,-2.52,52.0,99,100,4.0,overcast clouds
532,Celestun,MX,20.87,-90.4,78.96,83,100,22.82,light rain
533,Porbandar,IN,21.64,69.61,85.32,62,1,8.05,clear sky
534,Tabou,CI,4.42,-7.35,76.26,87,51,8.97,broken clouds
535,Libertador General San Martin,AR,-23.81,-64.79,55.53,57,87,1.63,overcast clouds
536,Miranda,CO,3.25,-76.23,69.8,94,75,6.93,shower rain
537,Mezdra,BG,43.15,23.7,53.6,87,51,2.24,broken clouds
538,Murray Bridge,AU,-35.12,139.27,55.0,90,91,20.04,heavy intensity rain
539,Shilka,RU,51.85,116.03,47.19,53,62,7.78,broken clouds
540,Korla,CN,41.76,86.15,65.82,22,0,6.33,clear sky
541,Suoyarvi,RU,62.08,32.35,48.85,86,97,7.72,overcast clouds
542,Beinamar,TD,8.67,15.38,74.12,91,100,3.18,overcast clouds
543,Portland,US,45.52,-122.68,63.0,87,1,6.93,clear sky
544,Nantucket,US,41.28,-70.1,62.55,62,0,7.87,clear sky
545,Flinders,AU,-34.58,150.86,79.0,59,11,7.0,few clouds
546,Ouidah,BJ,6.36,2.09,78.8,83,40,9.17,scattered clouds
547,Tual,ID,-5.67,132.75,77.49,91,100,14.99,moderate rain
548,Sheridan,US,44.83,-106.92,41.0,45,1,3.36,clear sky
549,Antalaha,MG,-14.9,50.28,78.69,64,59,5.5,broken clouds
550,Carauari,BR,-4.88,-66.9,72.84,93,78,1.74,broken clouds
551,Polson,US,47.69,-114.16,52.0,85,0,2.77,clear sky
552,Teya,RU,60.38,92.63,46.2,81,100,12.8,overcast clouds
553,Miles City,US,46.41,-105.84,46.4,61,1,3.36,clear sky
554,Luangwa,ZM,-15.62,30.42,84.94,38,8,8.03,clear sky
555,Pringsewu,ID,-5.36,104.97,86.05,69,94,4.41,overcast clouds
556,Tanout,NE,14.97,8.89,80.17,57,3,6.55,clear sky
557,Semnan,IR,35.57,53.4,76.15,21,8,6.53,clear sky
558,Ipixuna,BR,-1.76,-48.8,75.2,94,55,1.12,broken clouds
559,Kijang,KR,35.24,129.21,78.8,50,75,8.05,broken clouds
560,Nadym,RU,65.53,72.52,35.02,84,87,22.68,overcast clouds
561,Guabito,PA,9.5,-82.62,77.63,84,84,2.62,broken clouds
562,Amazar,RU,53.86,120.88,43.56,61,16,10.02,few clouds
563,Kampene,CD,-3.6,26.67,73.8,89,9,2.17,clear sky
564,Valka,LV,57.78,26.01,54.0,88,100,13.0,overcast clouds
565,Sarkand,KZ,45.41,79.92,62.01,29,76,10.6,broken clouds
566,San Carlos De Bariloche,AR,-41.15,-71.31,37.0,80,75,3.36,broken clouds
567,Lichuan,CN,30.3,108.85,56.03,98,100,2.62,overcast clouds
568,Malartic,CA,48.13,-78.13,35.6,100,90,2.24,overcast clouds
569,Yaan,NG,7.38,8.57,73.22,99,99,4.72,light rain
570,Ozuluama,MX,21.67,-97.85,68.04,89,0,1.83,clear sky
571,Aykhal,RU,66.0,111.5,32.0,94,90,4.47,light snow
572,Doha,QA,25.29,51.53,96.01,63,0,5.82,clear sky
573,Anuradhapura,LK,8.36,80.42,91.22,45,64,17.11,broken clouds
574,La Rochelle,FR,46.17,-1.15,53.6,81,75,11.41,broken clouds
575,Ternate,ID,0.8,127.4,83.95,73,75,9.37,moderate rain
576,Envira,BR,-7.3,-70.22,70.05,97,99,1.23,light rain
577,Notodden,NO,59.56,9.26,55.0,90,100,1.99,light rain
578,Norfolk,US,42.17,-71.25,48.99,81,9,10.29,clear sky
579,Naze,JP,28.37,129.48,84.2,66,40,10.29,scattered clouds
580,Cotonou,BJ,6.37,2.42,78.8,83,40,9.17,scattered clouds
581,Kamenka,RU,51.32,42.77,59.56,49,85,7.25,overcast clouds
582,Kumluca,TR,36.37,30.29,82.67,29,0,2.48,clear sky
583,Sussex,US,41.18,-74.67,42.8,93,1,2.33,mist
584,Baykit,RU,61.67,96.37,41.49,87,100,5.97,overcast clouds
585,Novotroitskaya,RU,45.33,41.53,55.4,93,75,8.95,broken clouds
586,Broome,US,42.25,-75.83,41.0,80,20,2.1,few clouds
587,Sisimiut,GL,66.94,-53.67,27.43,89,0,7.27,clear sky
588,Kharovsk,RU,59.96,40.19,48.22,87,84,6.44,broken clouds
589,Gangapur,IN,26.48,76.72,93.27,19,0,1.63,clear sky
590,Stokmarknes,NO,68.56,14.91,52.0,80,0,1.99,clear sky
591,Tuscaloosa,US,33.21,-87.57,53.6,93,1,2.44,clear sky
592,Bandundu,CD,-3.32,17.37,77.56,83,86,0.49,light rain
593,Pontes E Lacerda,BR,-15.23,-59.34,79.11,49,53,3.24,broken clouds
594,Den Helder,NL,52.96,4.76,52.0,93,75,9.17,broken clouds
595,Affery,CI,6.32,-3.96,69.21,98,30,1.43,scattered clouds
596,Yar-Sale,RU,66.83,70.83,36.21,76,15,17.98,few clouds
597,Samoded,RU,63.61,40.51,39.27,86,1,6.26,clear sky
598,Saint-Joseph,RE,-21.37,55.62,78.8,57,40,3.36,scattered clouds
599,Ballina,AU,-28.87,153.57,77.0,56,24,17.22,few clouds
600,Krasnyy Klyuch,RU,55.39,56.65,44.69,59,49,10.85,scattered clouds
601,Waingapu,ID,-9.66,120.26,85.77,56,61,11.97,broken clouds
602,Adrar,MR,20.5,-10.07,81.66,46,98,8.1,overcast clouds
603,Natal,BR,-5.79,-35.21,71.6,100,75,5.82,mist
604,Sfantu Gheorghe,RO,45.87,25.78,52.0,74,35,17.0,scattered clouds
605,Sarti,GR,40.1,23.98,72.18,75,11,4.72,few clouds
606,Ratnagiri,IN,16.98,73.3,82.45,78,77,9.82,light rain
607,Tarakan,ID,3.3,117.63,84.4,69,99,6.02,overcast clouds
608,Lodwar,KE,3.12,35.6,86.36,39,1,14.97,clear sky
609,Snyder,US,32.72,-100.92,64.4,39,1,12.75,clear sky
610,Chhabra,IN,24.67,76.83,89.35,36,72,9.4,broken clouds
611,Sumbe,AO,-11.21,13.84,71.65,89,45,1.01,light rain
612,Shestakovo,RU,56.49,103.96,42.8,61,80,6.53,broken clouds
613,Saint-Louis,SN,16.33,-15.0,81.1,70,8,16.17,light rain
614,Wairoa,NZ,-39.03,177.37,68.0,59,2,1.01,clear sky
615,College,US,64.86,-147.8,46.4,75,75,3.36,broken clouds
616,Mehamn,NO,71.04,27.85,43.83,84,10,9.1,clear sky
617,Sistranda,NO,63.73,8.83,55.4,71,20,20.8,few clouds
618,Antsohihy,MG,-14.88,47.99,92.66,39,41,3.09,scattered clouds
619,Jacqueville,CI,5.21,-4.41,77.0,94,20,5.82,few clouds
620,Jaque,PA,7.52,-78.17,76.84,86,100,3.49,moderate rain
621,Falmouth,GB,50.15,-5.07,51.8,81,86,16.11,overcast clouds
622,Tupik,RU,54.43,119.93,41.5,65,19,9.62,few clouds
623,Opuwo,NA,-18.06,13.84,73.4,20,73,2.01,broken clouds
624,Nakasongola,UG,1.31,32.46,71.62,80,68,4.76,broken clouds
625,Bayji,IQ,34.93,43.49,89.28,12,0,10.04,clear sky
626,Nurobod,UZ,40.91,69.8,69.8,28,1,2.24,clear sky
627,Srednekolymsk,RU,67.45,153.68,33.84,82,20,5.37,few clouds
628,Saint-Francois,FR,46.42,3.91,50.0,76,90,8.05,overcast clouds
629,Dargaville,NZ,-35.93,173.88,58.08,73,0,4.76,clear sky
630,Gizo,SB,-8.1,156.84,83.64,72,84,5.79,broken clouds
631,Ritchie,ZA,-29.04,24.6,59.0,30,0,1.12,clear sky
632,Malindi,KE,-3.22,40.12,77.0,88,40,11.41,scattered clouds
633,Bubaque,GW,11.28,-15.83,80.64,78,99,9.55,overcast clouds
634,Severo-Yeniseyskiy,RU,60.37,93.04,43.48,86,100,12.39,overcast clouds
635,Camacha,PT,33.08,-16.33,68.0,88,40,10.29,scattered clouds
636,Steinbach,DE,50.17,8.57,54.0,71,75,12.75,broken clouds
637,Nichinan,JP,31.6,131.37,80.6,69,20,9.17,few clouds
638,Beringovskiy,RU,63.05,179.32,33.46,93,100,13.44,overcast clouds
639,Monopoli,IT,40.96,17.29,68.0,77,40,5.82,scattered clouds
640,Abu Zabad,SD,12.35,29.25,80.55,66,84,9.57,broken clouds
641,Virginia Beach,US,36.85,-75.98,62.6,71,40,9.78,scattered clouds
642,Koumac,NC,-20.57,164.28,74.25,65,4,18.95,clear sky
643,Ahar,IR,38.48,47.07,58.44,66,100,5.84,light rain
644,Kulhudhuffushi,MV,6.62,73.07,81.99,73,95,11.79,overcast clouds
645,Wanlaweyn,SO,2.62,44.89,81.88,69,88,11.05,overcast clouds
646,Galveston,US,29.37,-94.97,75.0,64,1,8.05,clear sky
647,Chulman,RU,56.85,124.91,38.01,70,86,10.47,overcast clouds
648,Fort Nelson,CA,58.81,-122.7,42.8,100,40,3.51,scattered clouds
649,Lixourion,GR,38.2,20.43,71.6,88,20,23.38,few clouds
650,Tpig,RU,41.78,47.59,52.86,54,89,4.52,overcast clouds
651,Jaisalmer,IN,26.91,70.92,95.67,21,0,13.0,clear sky
652,Kirensk,RU,57.79,108.11,43.25,58,62,7.38,broken clouds
653,Sahiwal,PK,31.97,72.33,96.03,11,0,2.04,clear sky
654,Omsukchan,RU,62.53,155.8,35.78,79,65,0.78,broken clouds
655,Pinawa,CA,50.15,-95.88,35.33,87,59,3.6,broken clouds
656,Batemans Bay,AU,-35.72,150.18,80.67,39,12,8.77,few clouds
657,Whyalla,AU,-33.03,137.58,60.8,93,90,17.22,light rain
658,Abashiri,JP,44.02,144.27,66.2,68,75,4.7,light rain
659,Traverse City,US,44.76,-85.62,44.6,87,90,4.7,light rain
660,Baruun-Urt,MN,46.68,113.28,42.6,59,1,11.83,clear sky
661,Pemangkat,ID,1.17,108.97,79.81,83,97,6.22,moderate rain
662,Kargasok,RU,59.06,80.86,39.34,73,98,12.39,overcast clouds
663,Arlit,NE,18.74,7.39,86.32,44,87,5.39,overcast clouds
664,Toamasina,MG,-18.17,49.38,75.2,88,75,4.7,broken clouds
665,Puerto Cabezas,NI,14.04,-83.39,79.07,85,74,2.59,broken clouds
666,Pangnirtung,CA,66.15,-65.71,25.36,93,79,1.43,broken clouds
667,Mwense,ZM,-10.38,28.7,82.71,27,0,6.69,clear sky
668,Oruro,BO,-17.98,-67.15,45.07,72,0,9.66,clear sky
669,Ngunguru,NZ,-35.62,174.5,62.01,60,0,5.99,clear sky
670,Champerico,GT,14.3,-91.92,66.99,97,100,10.71,overcast clouds
671,Vardo,NO,70.37,31.11,46.2,83,62,23.42,broken clouds
672,Salalah,OM,17.02,54.09,80.6,74,20,6.93,few clouds
673,Kudahuvadhoo,MV,2.67,72.89,83.57,70,96,10.54,overcast clouds
674,Novyy Urengoy,RU,66.08,76.63,34.05,87,100,23.38,overcast clouds
675,Hokitika,NZ,-42.72,170.97,56.48,88,69,6.62,broken clouds
676,Wagga Wagga,AU,-35.12,147.37,82.4,37,38,14.99,scattered clouds
677,Verkhniy Avzyan,RU,53.53,57.54,46.72,71,33,5.01,scattered clouds
678,Pangkalanbuun,ID,-2.68,111.62,92.88,44,96,7.38,overcast clouds
679,Tuensang,IN,26.28,94.83,80.37,77,75,2.15,moderate rain
680,Zirovnice,CZ,49.25,15.19,57.0,100,100,1.01,overcast clouds
681,Zavetnoye,RU,47.12,43.89,59.92,31,100,12.17,overcast clouds
682,Kapoeta,SS,4.77,33.59,79.21,62,59,1.66,broken clouds
683,Mizan Teferi,ET,6.98,35.58,66.65,74,99,3.18,light rain
684,Chitral,PK,35.85,71.79,70.29,24,0,5.17,clear sky
685,Eureka,US,40.8,-124.16,57.0,95,1,2.33,clear sky
686,Praia,CV,14.92,-23.51,77.0,73,75,9.17,broken clouds
687,Muskogee,US,35.58,-95.33,57.0,76,1,8.05,clear sky
688,Itabira,BR,-19.62,-43.23,65.79,68,11,3.65,few clouds
689,Marsabit,KE,2.33,37.99,68.94,63,34,19.08,scattered clouds
690,Guilin,CN,25.28,110.29,73.4,83,90,11.18,overcast clouds
691,Goderich,CA,43.75,-81.72,46.99,90,91,1.01,overcast clouds
692,Vestmannaeyjar,IS,63.44,-20.27,44.83,84,87,10.33,overcast clouds
693,Fairbanks,US,64.84,-147.72,46.4,75,90,0.96,overcast clouds
694,Westport,US,41.14,-73.36,51.8,76,1,5.82,clear sky
695,Les Cayes,HT,18.2,-73.75,78.08,85,71,7.36,broken clouds
696,Talaya,RU,61.38,152.75,39.6,70,69,1.43,broken clouds
