City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
399,Svetlyy,RU,2020-10-03 21:23:17,54.67,20.13,62.6,82,80,13.42
400,Jacqueville,CI,2020-10-03 21:23:17,5.21,-4.41,78.8,88,20,6.93
401,Ahipara,NZ,2020-10-03 21:23:04,-35.17,173.17,60.87,59,0,2.98
402,Chapais,CA,2020-10-03 21:23:17,49.78,-74.85,41.0,52,90,4.7
403,Nalut,LY,2020-10-03 21:23:17,30.33,10.85,88.47,12,72,10.96
404,Halifax,CA,2020-10-03 21:21:24,44.65,-63.57,61.0,71,9,1.99
405,Zapolyarnyy,RU,2020-10-03 21:23:18,69.42,30.81,48.2,81,75,16.11
406,Hervey Bay,AU,2020-10-03 21:20:46,-25.3,152.85,69.01,67,38,4.0
407,Kangaatsiaq,GL,2020-10-03 21:23:18,68.31,-53.46,34.07,86,98,2.57
408,Bakchar,RU,2020-10-03 21:23:18,57.02,82.07,47.53,82,100,10.74
409,Sokolka,PL,2020-10-03 21:23:18,53.41,23.5,64.0,100,86,17.47
410,Tabas,IR,2020-10-03 21:23:18,33.6,56.92,73.4,24,0,2.24
411,Aksu,CN,2020-10-03 21:23:19,41.12,80.26,55.9,38,71,5.68
412,Petropavlovsk-Kamchatskiy,RU,2020-10-03 21:23:19,53.05,158.65,33.8,70,0,8.95
413,Ulladulla,AU,2020-10-03 21:23:19,-35.35,150.47,66.0,72,4,5.48
414,Mukhen,RU,2020-10-03 21:23:19,48.1,136.1,43.97,91,34,6.64
415,Tsaratanana,MG,2020-10-03 21:23:19,-16.78,47.65,75.04,74,53,1.59
416,Taltal,CL,2020-10-03 21:23:19,-25.4,-70.48,63.93,59,34,7.18
417,Namie,JP,2020-10-03 21:23:20,37.48,141.0,66.0,92,100,3.69
418,Faanui,PF,2020-10-03 21:23:20,-16.48,-151.75,78.24,77,11,18.12
419,Madanapalle,IN,2020-10-03 21:23:20,13.55,78.5,71.01,86,89,8.95
420,Agirish,RU,2020-10-03 21:23:20,61.92,63.02,31.46,93,16,8.37
421,Marsabit,KE,2020-10-03 21:23:20,2.33,37.99,71.06,51,7,19.39
422,Joensuu,FI,2020-10-03 21:23:20,62.6,29.76,46.99,87,87,10.29
423,Manggar,ID,2020-10-03 21:23:21,-2.88,108.27,79.95,85,100,9.15
424,Omboue,GA,2020-10-03 21:23:21,-1.57,9.26,77.36,87,100,6.85
425,Taoudenni,ML,2020-10-03 21:21:04,22.68,-3.98,93.92,18,0,4.16
426,Falam,MM,2020-10-03 21:21:04,22.92,93.68,60.06,100,100,2.15
427,Ifakara,TZ,2020-10-03 21:23:21,-8.13,36.68,77.54,55,2,7.14
428,Marawi,PH,2020-10-03 21:23:21,8.0,124.29,75.0,91,83,5.01
429,Eldorado,BR,2020-10-03 21:23:21,-23.79,-54.28,94.33,27,48,0.47
430,Port Hedland,AU,2020-10-03 21:23:21,-20.32,118.57,68.0,20,99,21.92
431,Goma,CD,2020-10-03 21:23:22,-1.68,29.22,65.79,68,47,2.06
432,Alekseyevka,RU,2020-10-03 21:23:22,50.63,38.69,60.21,33,100,9.44
433,Vestmannaeyjar,IS,2020-10-03 21:23:22,63.44,-20.27,45.43,82,100,14.25
434,Malpura,IN,2020-10-03 21:23:22,26.28,75.38,79.41,41,0,7.27
435,Luau,AO,2020-10-03 21:23:22,-10.71,22.22,75.81,43,2,2.39
436,Umred,IN,2020-10-03 21:23:22,20.85,79.33,77.0,61,20,5.82
437,Slave Lake,CA,2020-10-03 21:23:23,55.28,-114.77,68.0,40,1,4.7
438,Patacamaya,BO,2020-10-03 21:23:23,-17.23,-67.92,55.76,39,1,11.21
439,Gorontalo,ID,2020-10-03 21:23:23,0.54,123.06,75.29,85,77,1.9
440,Hofn,IS,2020-10-03 21:23:23,64.25,-15.21,47.53,93,100,15.1
441,Bintulu,MY,2020-10-03 21:23:23,3.17,113.03,75.2,94,40,4.21
442,Abu Kamal,SY,2020-10-03 21:23:23,34.45,40.92,72.93,32,0,3.91
443,Tapolca,HU,2020-10-03 21:23:24,46.88,17.44,70.0,93,75,5.82
444,Wasco,US,2020-10-03 21:23:24,35.59,-119.34,93.99,28,0,3.36
445,Broadstairs,GB,2020-10-03 21:23:24,51.36,1.44,55.0,79,84,1.99
446,Tsumeb,NA,2020-10-03 21:23:24,-19.23,17.72,76.23,18,63,11.34
447,Tubajon,PH,2020-10-03 21:23:25,10.33,125.56,81.73,80,80,9.1
448,Naze,JP,2020-10-03 21:20:29,28.37,129.48,71.6,94,14,3.36
449,Ewa Beach,US,2020-10-03 21:21:47,21.32,-158.01,86.0,66,1,10.29
450,Lima,PE,2020-10-03 21:23:25,-12.04,-77.03,64.4,77,90,10.29
451,Adwa,ET,2020-10-03 21:23:25,14.16,38.9,61.7,61,87,3.04
452,Brigantine,US,2020-10-03 21:23:26,39.41,-74.36,66.2,39,1,9.17
453,Haines Junction,CA,2020-10-03 21:23:26,60.75,-137.51,47.86,64,100,10.27
454,Oktyabrskoye,RU,2020-10-03 21:23:26,43.06,44.74,55.0,93,93,4.47
455,Barra,BR,2020-10-03 21:23:26,-11.09,-43.14,85.33,24,11,5.97
456,Magadan,RU,2020-10-03 21:23:26,59.57,150.8,41.58,78,100,4.97
457,Antalaha,MG,2020-10-03 21:23:27,-14.9,50.28,69.78,88,12,4.63
458,Srivardhan,IN,2020-10-03 21:23:27,18.03,73.02,78.57,86,84,4.68
459,Manokwari,ID,2020-10-03 21:23:27,-0.87,134.08,79.38,76,100,4.36
460,Bandar,ID,2020-10-03 21:23:27,2.05,99.75,72.93,93,100,2.01
461,Constitucion,CL,2020-10-03 21:23:27,-35.33,-72.42,51.53,58,3,15.23
462,Floriano,BR,2020-10-03 21:22:50,-6.77,-43.02,93.58,25,90,4.76
463,Geraldton,AU,2020-10-03 21:23:27,-28.77,114.6,41.0,86,0,2.24
464,Kerema,PG,2020-10-03 21:23:27,-7.96,145.78,77.22,84,100,6.29
465,Dikson,RU,2020-10-03 21:23:28,73.51,80.55,34.75,86,100,19.06
466,Blagoveshchensk,RU,2020-10-03 21:23:28,50.27,127.53,44.6,100,75,8.95
467,Port Stanley,FK,2020-10-03 21:21:36,-51.7,-57.85,46.4,64,100,26.4
468,Broome,US,2020-10-03 21:23:28,42.25,-75.83,57.0,51,1,6.93
469,Penzance,GB,2020-10-03 21:23:28,50.12,-5.54,51.8,76,55,17.22
470,Paciran,ID,2020-10-03 21:23:28,-6.88,112.38,78.82,79,74,6.73
471,Kijang,KR,2020-10-03 21:23:29,35.24,129.21,66.2,88,75,1.12
472,Kiama,AU,2020-10-03 21:23:29,-34.68,150.87,66.0,73,96,15.01
473,Marand,IR,2020-10-03 21:19:17,38.43,45.77,64.4,55,20,9.17
474,Gremyachinsk,RU,2020-10-03 21:23:29,58.56,57.85,27.0,79,65,4.18
475,Victoria,HK,2020-10-03 21:21:03,22.29,114.16,82.0,80,100,6.78
476,Puerto Ayacucho,VE,2020-10-03 21:23:29,5.66,-67.62,85.78,75,54,1.48
477,Cap-Chat,CA,2020-10-03 21:23:29,49.1,-66.68,47.66,67,44,12.55
478,Marovoay,MG,2020-10-03 21:23:29,-16.1,46.63,78.8,83,20,4.7
479,Ames,US,2020-10-03 21:21:03,42.03,-93.62,57.0,50,90,6.93
480,Komsomolskiy,UZ,2020-10-03 21:23:30,40.43,71.72,53.6,54,1,6.93
481,Broken Hill,AU,2020-10-03 21:23:30,-31.95,141.43,73.4,28,62,13.87
482,San Roque,ES,2020-10-03 21:23:30,36.21,-5.38,64.4,63,0,9.17
483,Lake City,US,2020-10-03 21:23:30,30.19,-82.64,73.0,56,75,11.41
484,Mahenge,TZ,2020-10-03 21:23:30,-8.68,36.72,67.91,67,0,4.0
485,Svetogorsk,RU,2020-10-03 21:23:30,61.11,28.86,55.99,82,99,1.99
486,Ternate,ID,2020-10-03 21:23:31,0.8,127.4,80.92,79,100,5.57
487,Sorland,NO,2020-10-03 21:23:31,67.67,12.69,52.38,76,0,16.28
488,Nouadhibou,MR,2020-10-03 21:23:31,20.93,-17.03,71.6,73,0,19.46
489,Nuoro,IT,2020-10-03 21:23:31,40.32,9.33,64.4,42,5,28.86
490,Brownwood,US,2020-10-03 21:23:31,31.71,-98.99,86.0,27,1,12.75
491,North Bend,US,2020-10-03 21:23:31,43.41,-124.22,61.0,87,90,14.99
492,Itoman,JP,2020-10-03 21:23:31,26.12,127.67,78.8,78,75,9.17
493,Poso,ID,2020-10-03 21:23:32,-1.4,120.75,79.0,70,89,5.28
494,Dunedin,NZ,2020-10-03 21:23:32,-45.87,170.5,53.01,85,83,3.0
495,Angoram,PG,2020-10-03 21:23:32,-4.06,144.07,73.58,97,39,2.39
496,Verkhnyaya Inta,RU,2020-10-03 21:23:32,65.98,60.31,30.92,96,31,6.38
497,Ayorou,NE,2020-10-03 21:23:32,14.73,0.92,94.59,33,1,9.19
498,Axim,GH,2020-10-03 21:23:33,4.87,-2.24,75.7,88,27,6.24
499,Biltine,TD,2020-10-03 21:23:33,14.53,20.92,87.15,45,0,2.66
500,Tuatapere,NZ,2020-10-03 21:23:33,-46.13,167.68,48.99,96,100,11.99
501,Karlstad,SE,2020-10-03 21:23:33,59.38,13.5,55.4,87,75,13.87
502,Glenwood Springs,US,2020-10-03 21:23:33,39.55,-107.32,73.99,25,1,8.05
503,Kavaratti,IN,2020-10-03 21:19:06,10.57,72.64,80.98,70,17,9.33
504,Qinggang,CN,2020-10-03 21:23:33,46.68,126.08,44.4,84,81,3.47
505,Shenjiamen,CN,2020-10-03 21:23:34,29.96,122.3,75.43,86,91,14.2
506,Ilam,NP,2020-10-03 21:23:34,26.92,87.92,66.22,93,100,0.65
507,Ust-Ishim,RU,2020-10-03 21:23:34,57.69,71.17,34.88,87,76,8.97
508,Vao,NC,2020-10-03 21:23:34,-22.67,167.48,70.09,75,5,23.13
509,Harbour Breton,CA,2020-10-03 21:23:34,47.48,-55.8,59.0,100,100,7.0
510,Hue,VN,2020-10-03 21:23:34,16.47,107.6,78.8,94,75,3.36
511,Qasigiannguit,GL,2020-10-03 21:23:34,68.82,-51.19,30.2,80,91,1.12
512,Warri,NG,2020-10-03 21:23:35,5.52,5.75,76.28,90,96,3.31
513,Yerbogachen,RU,2020-10-03 21:23:35,61.28,108.01,30.58,98,93,7.65
514,Batagay,RU,2020-10-03 21:23:35,67.63,134.63,30.43,85,100,8.88
515,Yining,CN,2020-10-03 21:23:35,29.04,114.56,64.11,92,100,2.89
516,Tongren,CN,2020-10-03 21:23:35,27.72,109.19,62.35,89,100,5.08
517,Sechura,PE,2020-10-03 21:23:35,-5.56,-80.82,73.94,59,51,20.67
518,Collie,AU,2020-10-03 21:21:18,-33.37,116.15,48.0,69,75,3.27
519,Ureshino,JP,2020-10-03 21:23:35,33.1,129.98,73.0,83,78,3.36
520,Belle Glade,US,2020-10-03 21:23:36,26.68,-80.67,82.0,86,100,1.01
521,Baryshivka,UA,2020-10-03 21:23:36,50.36,31.32,57.2,93,96,8.95
522,Sao Borja,BR,2020-10-03 21:21:40,-28.66,-56.0,59.77,77,98,18.99
523,Flin Flon,CA,2020-10-03 21:22:23,54.77,-101.86,51.8,40,75,14.99
524,Arman,RU,2020-10-03 21:23:36,59.7,150.17,41.16,77,100,3.74
525,Santiago De Cao,PE,2020-10-03 21:23:36,-7.96,-79.24,64.4,82,88,14.43
526,Saint-Joseph,RE,2020-10-03 21:23:36,-21.37,55.62,73.4,78,90,13.87
527,Primorsk,UA,2020-10-03 21:23:36,46.73,36.34,62.73,78,50,12.03
528,Lalin,ES,2020-10-03 21:23:37,42.72,-8.12,55.0,87,40,6.93
529,Severodvinsk,RU,2020-10-03 21:22:35,64.56,39.83,32.0,83,20,4.47
530,Kisangani,CD,2020-10-03 21:23:37,0.52,25.2,71.04,91,10,2.28
531,Muros,ES,2020-10-03 21:23:37,42.78,-9.06,60.01,78,51,8.01
532,Gander,CA,2020-10-03 21:23:37,48.97,-54.59,64.0,67,75,13.87
533,Podgornoye,RU,2020-10-03 21:23:37,51.73,39.15,53.6,30,90,6.71
534,Chimoio,MZ,2020-10-03 21:23:38,-19.12,33.48,68.0,100,40,6.93
535,Kahului,US,2020-10-03 21:22:47,20.89,-156.47,91.4,46,20,5.82
536,Tabora,TZ,2020-10-03 21:23:38,-5.02,32.8,77.0,31,20,11.41
537,Antri,IN,2020-10-03 21:20:04,26.06,78.21,76.05,37,29,2.51
538,Bontang,ID,2020-10-03 21:23:38,0.13,117.5,77.95,85,100,10.07
539,Plettenberg Bay,ZA,2020-10-03 21:23:38,-34.05,23.37,57.4,88,67,5.08
540,Ginir,ET,2020-10-03 21:23:02,7.13,40.7,58.05,85,33,4.45
541,Asfi,MA,2020-10-03 21:23:38,32.3,-9.24,65.32,65,0,21.23
542,Hengyang,CN,2020-10-03 21:23:39,26.89,112.61,60.73,91,100,7.81
543,Half Moon Bay,US,2020-10-03 21:20:35,37.46,-122.43,88.0,48,5,5.82
544,Urucara,BR,2020-10-03 21:23:39,-2.54,-57.76,91.85,44,100,1.25
545,Nantucket,US,2020-10-03 21:23:39,41.28,-70.1,64.4,55,1,8.05
546,Gazojak,TM,2020-10-03 21:23:39,41.19,61.4,56.12,34,10,9.71
547,Rudnichnyy,RU,2020-10-03 21:23:39,59.62,52.47,34.5,88,44,4.41
548,Namibe,AO,2020-10-03 21:23:39,-15.2,12.15,67.19,68,66,5.5
549,Tahta,EG,2020-10-03 21:23:39,26.77,31.5,84.2,32,0,10.29
550,Madhyamgram,IN,2020-10-03 21:23:40,22.7,88.45,78.8,94,40,3.09
551,Vizinga,RU,2020-10-03 21:23:40,61.07,50.1,33.48,92,1,2.71
552,Kaohsiung,TW,2020-10-03 21:22:06,22.62,120.31,81.0,88,75,2.24
553,Store Heddinge,DK,2020-10-03 21:23:40,55.31,12.39,60.8,87,43,12.75
554,Beroroha,MG,2020-10-03 21:23:40,-21.67,45.17,74.48,58,0,3.71
555,Clarksburg,US,2020-10-03 21:23:40,39.28,-80.34,63.0,36,75,5.01
556,Pinar Del Rio,CU,2020-10-03 21:23:40,22.42,-83.7,75.96,95,100,11.41
557,Egvekinot,RU,2020-10-03 21:23:40,66.32,-179.17,30.11,90,99,10.94
558,Cap Malheureux,MU,2020-10-03 21:23:40,-19.98,57.61,70.0,77,0,1.99
559,Hargeysa,SO,2020-10-03 21:23:41,9.56,44.06,68.94,65,81,10.42
560,Dolores,AR,2020-10-03 21:23:41,-36.31,-57.68,47.84,58,0,11.74
561,Nabire,ID,2020-10-03 21:23:41,-3.37,135.48,74.53,93,100,5.12
562,Lipin Bor,RU,2020-10-03 21:23:41,60.26,37.98,49.78,93,100,7.72
563,Kenai,US,2020-10-03 21:23:41,60.55,-151.26,55.0,58,75,6.93
564,Marshalltown,US,2020-10-03 21:23:41,42.05,-92.91,52.0,57,90,6.93
565,Alto Araguaia,BR,2020-10-03 21:23:41,-17.31,-53.22,95.05,12,0,1.77
566,Shelburne,CA,2020-10-03 21:23:42,44.08,-80.2,50.0,61,90,2.24
567,Hirson,FR,2020-10-03 21:23:42,49.92,4.08,51.01,96,86,1.99
568,Te Anau,NZ,2020-10-03 21:23:42,-45.42,167.72,54.3,86,86,7.65
569,Elko,US,2020-10-03 21:23:42,41.0,-115.5,80.6,8,1,3.36
570,Pumiao,CN,2020-10-03 21:23:42,22.75,108.48,78.8,88,75,4.47
571,Ketchikan,US,2020-10-03 21:23:43,55.34,-131.65,58.12,75,100,2.01
572,Barbastro,ES,2020-10-03 21:23:43,42.04,0.13,52.0,76,40,4.7
573,Nerchinskiy Zavod,RU,2020-10-03 21:23:43,51.31,119.61,39.49,89,100,10.71
574,Arteaga,MX,2020-10-03 21:23:43,18.47,-102.42,78.17,52,33,3.33
575,Solnechnyy,RU,2020-10-03 21:23:43,50.72,136.63,43.11,92,100,2.33
576,Honningsvag,NO,2020-10-03 21:23:43,70.98,25.97,48.2,81,40,10.29
577,Quelimane,MZ,2020-10-03 21:23:43,-17.88,36.89,75.0,94,69,2.24
578,Tomatlan,MX,2020-10-03 21:23:43,19.93,-105.25,89.19,50,0,7.87
579,Dargaville,NZ,2020-10-03 21:23:44,-35.93,173.88,59.47,60,0,1.48
580,Cape Canaveral,US,2020-10-03 21:23:44,28.41,-80.6,77.0,88,20,3.36
581,Noumea,NC,2020-10-03 21:23:26,-22.28,166.46,73.0,68,20,9.17
582,Matamoros,MX,2020-10-03 21:23:44,25.53,-103.25,86.0,16,5,0.74
583,San Jeronimo,PE,2020-10-03 21:23:44,-11.95,-75.28,59.04,47,88,6.33
584,Margate,GB,2020-10-03 21:23:44,51.38,1.39,55.0,79,89,1.99
585,Dawlatabad,AF,2020-10-03 21:23:44,36.41,64.91,54.32,37,0,2.66
586,Mandalgovi,MN,2020-10-03 21:23:45,45.76,106.27,22.03,81,0,10.92
587,Bubaque,GW,2020-10-03 21:23:45,11.28,-15.83,81.75,77,85,10.74
588,Kargil,IN,2020-10-03 21:23:45,34.57,76.1,40.84,59,0,4.5
589,Buala,SB,2020-10-03 21:23:45,-8.14,159.59,82.02,72,0,4.18
590,Salinopolis,BR,2020-10-03 21:23:45,-0.61,-47.36,81.61,77,100,13.29
591,Illapel,CL,2020-10-03 21:23:45,-31.63,-71.17,58.69,38,100,7.63
592,Ayr,GB,2020-10-03 21:23:45,55.46,-4.63,48.2,93,75,6.93
593,Waingapu,ID,2020-10-03 21:23:46,-9.66,120.26,76.84,72,97,5.5
594,Christchurch,NZ,2020-10-03 21:21:35,-43.53,172.63,71.6,35,100,16.11
595,Touros,BR,2020-10-03 21:23:46,-5.2,-35.46,77.0,78,95,9.17
596,Bonthe,SL,2020-10-03 21:23:46,7.53,-12.51,78.24,88,97,7.43
597,Mitsamiouli,KM,2020-10-03 21:23:46,-11.38,43.28,77.13,80,1,1.61
598,Posse,BR,2020-10-03 21:23:46,-14.09,-46.37,87.26,16,0,5.93
599,Zalantun,CN,2020-10-03 21:23:46,48.0,122.72,41.65,85,91,8.14
